 #  ,typed ident ,            identifier             ,         typ          ,                                                                  all types                                                                  ,     coord1 (ICRS|J2000/2000)      ,       pm       ,   plx   ,   radvel   ,  Mag B  ,  Mag V  ,  Mag I  ,  spec. type   ,        morph. type        ,      ang. size      ,#parents,#children,#siblings,#bib
92  ,PK 204-08.1 ,PN A66 13                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,091.199567 +03.943267              ,                ,         ,            ,20.06    ,19.87    ,         ,               ,                           ,2.543 2.543          ,0       ,0        ,0        ,  59
93  ,PK 197-03.1 ,PN A66 14                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Infrared                                                                                                      ,092.7860695843400 +11.7788401275400,    0.150 0.067 ,0.2181   ,            ,15.75    ,15.24    ,         ,B8-9           ,                           ,0.547 0.547          ,0       ,0        ,0        ,  51
94  ,PK 184+04.1 ,PN K 3-71                          ,PlanetaryNeb          ,Variable*|PlanetaryNeb|Star                                                                                                                  ,093.479096 +26.882500              ,                ,         ,18.0        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  24
95  ,PK 201-04.1 ,PN We 1-4                          ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,093.640483 +07.574964              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  31
96  ,PK 183+05.1 ,PN G183.8+05.5                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,094.047279 +28.369714              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
97  ,PK 208-07.1 ,PN G208.9-07.8                     ,PlanetaryNeb          ,blue|PlanetaryNeb|Star                                                                                                                       ,094.0640989377800 -00.0069522175900,   -3.883 1.680 ,0.5919   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
98  ,PK 158+17.1 ,PN PuWe 1                          ,PlanetaryNeb          ,Variable*|WhiteDwarf|PlanetaryNeb|Star                                                                                                       ,094.8914285612700 +55.6121965383900, -1.083 -21.332 ,2.5345   ,            ,15.291   ,15.545   ,15.792   ,DAO.5          ,                           ,6.667 6.667          ,0       ,0        ,0        ,  81
99  ,PK 221-12.1 ,IC 2165                            ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Star|Infrared                                                                                                             ,095.428229 -12.987211              ,                ,         ,52.6        ,         ,10.0     ,         ,               ,                           ,0.14666666 0.14596333,0       ,0        ,0        , 372
100 ,PK 218-10.1 ,PN HDW 5                           ,PlanetaryNeb          ,PlanetaryNeb|blue|Star|Infrared                                                                                                              ,095.9048031290100 -10.2232354360800, -0.252 -13.546 ,0.9278   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  31
101 ,PK 204-03.1 ,PN K 3-72                          ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,095.978667 +05.503578              ,                ,         ,            ,         ,         ,         ,               ,                           ,0.383 0.383          ,0       ,0        ,0        ,  36
102 ,PK 240-19.1 ,PN G240.8-19.6                     ,PlanetaryNeb_Candidate,PlanetaryNeb|PlanetaryNeb_Candidate                                                                                                          ,096.15275 -33.08233                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
103 ,PK 194+02.1 ,PN VV 28                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,096.4886293442100 +17.7908712633800,   1.256 -0.618 ,         ,47.2        ,         ,12.5     ,         ,[WC]           ,                           ,0.337 0.249          ,0       ,0        ,0        , 288
104 ,PK 233-16.1 ,PN A66 15                          ,PlanetaryNeb          ,HotSubdwarf|PlanetaryNeb|blue|Variable*|WhiteDwarf|PlanetaryNeb|Star|Galaxy|Infrared                                                         ,096.7584933964200 -25.3804722225700,    3.642 5.058 ,0.1655   ,35.0        ,15.41    ,15.72    ,         ,sdOp           ,                           ,0.567 0.567          ,0       ,0        ,0        , 104
105 ,PK 170+15.1 ,NGC 2242                           ,PlanetaryNeb          ,PlanetaryNeb|blue|Star|Galaxy|Infrared                                                                                                       ,098.5306179172800 +44.7771633324800,   1.013 -1.679 ,0.3382   ,38          ,14.7     ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  63
106 ,PK 211-03.1 ,PN M 1-6                           ,PlanetaryNeb          ,PlanetaryNeb|cmRad|PlanetaryNeb|Star|Galaxy|Infrared|Radio                                                                                   ,098.9380171136400 -00.0937213773800,  -1.233 -1.292 ,0.1272   ,65.6        ,         ,15.84    ,         ,O6-9I          ,                           ,0.220 0.198          ,0       ,0        ,0        , 113
